EMBLEM,NAME,QUALITY,TYPE,SLOT,POTENTIAL,HEALTH,ATTACK,DEFENCE,MAGIC,LINK1,LINK2,LINK3,ICONID,GRAPHICID,PASSIVE
THUNDER,Sphere of the Tempest,ARTIFACT2,MAGIC,TALISMAN,308,6100,6892,7968,9773,19893,19905,19617,257457,257669,null
THUNDER,Sphere of the Tempest,ARTIFACT3,MAGIC,TALISMAN,370,7320,8270,9561,11728,19893,19905,19617,257457,257669,null
THUNDER,Sphere of the Tempest,ARTIFACT4,MAGIC,TALISMAN,444,8784,9924,11473,14074,19893,19905,19617,257457,257669,null
THUNDER,Bolt of Lightning Ring,LEGENDARY,ATTACK,RING,216,5654,6633,4378,4714,19905,19917,19629,257447,257663,null
THUNDER,Bolt of Lightning Ring,ARTIFACT1,ATTACK,RING,259,6785,7960,5254,5657,19905,19917,19629,257447,257663,null
THUNDER,Bolt of Lightning Ring,ARTIFACT2,ATTACK,RING,310,8142,9552,6304,6788,19905,19917,19629,257447,257663,null
THUNDER,Bolt of Lightning Ring,ARTIFACT3,ATTACK,RING,373,9770,11462,7565,8146,19905,19917,19629,257447,257663,null
THUNDER,Bolt of Lightning Ring,ARTIFACT4,ATTACK,RING,448,11724,13754,9078,9775,19905,19917,19629,257447,257663,null
THUNDER,Heart of the Storm,LEGENDARY,DEFENSE,NECKLACE,216,4352,5864,6488,4786,19881,19929,19605,257367,257639,null
THUNDER,Heart of the Storm,ARTIFACT1,DEFENSE,NECKLACE,260,5222,7037,7786,5743,19881,19929,19605,257367,257639,null
THUNDER,Heart of the Storm,ARTIFACT2,DEFENSE,NECKLACE,311,6267,8444,9343,6892,19881,19929,19605,257367,257639,null
THUNDER,Heart of the Storm,ARTIFACT3,DEFENSE,NECKLACE,373,7520,10133,11211,8270,19881,19929,19605,257367,257639,null
THUNDER,Heart of the Storm,ARTIFACT4,DEFENSE,NECKLACE,448,9024,12160,13454,9924,19881,19929,19605,257367,257639,null
THUNDER,Bolts of Fury,LEGENDARY,ATTACK,TALISMAN,167,4548,4961,3308,3721,2559,2893,2245,258077,258103,null
THUNDER,Bolts of Fury,ARTIFACT1,ATTACK,TALISMAN,201,5458,5953,3970,4465,2559,2893,2245,258077,258103,null
THUNDER,Bolts of Fury,ARTIFACT2,ATTACK,TALISMAN,241,6549,7144,4764,5358,2559,2893,2245,258077,258103,null
THUNDER,Bolts of Fury,ARTIFACT3,ATTACK,TALISMAN,288,7859,8573,5716,6430,2559,2893,2245,258077,258103,null
THUNDER,Bolts of Fury,ARTIFACT4,ATTACK,TALISMAN,346,9431,10287,6859,7716,2559,2893,2245,258077,258103,null
LAVA,Ignis Phylactery,LEGENDARY,MAGIC,NECKLACE,166,3290,3701,4524,4935,2193,2527,1737,258409,258459,null
LAVA,Ignis Phylactery,ARTIFACT1,MAGIC,NECKLACE,199,3948,4441,5429,5922,2193,2527,1737,258409,258459,null
LAVA,Ignis Phylactery,ARTIFACT2,MAGIC,NECKLACE,239,4738,5329,6515,7106,2193,2527,1737,258409,258459,null
LAVA,Ignis Phylactery,ARTIFACT3,MAGIC,NECKLACE,286,5685,6395,7817,8528,2193,2527,1737,258409,258459,null
LAVA,Ignis Phylactery,ARTIFACT4,MAGIC,NECKLACE,344,6822,7674,9381,10233,2193,2527,1737,258409,258459,null
WIND,Periapt of Zephyr,LEGENDARY,ATTACK,TALISMAN,174,4719,5148,3432,3861,4049,4421,3459,258783,258809,null
WIND,Periapt of Zephyr,ARTIFACT1,ATTACK,TALISMAN,209,5663,6178,4118,4633,4049,4421,3459,258783,258809,null
WIND,Periapt of Zephyr,ARTIFACT2,ATTACK,TALISMAN,250,6795,7413,4942,5560,4049,4421,3459,258783,258809,null
WIND,Periapt of Zephyr,ARTIFACT3,ATTACK,TALISMAN,300,8154,8896,5930,6672,4049,4421,3459,258783,258809,null
WIND,Periapt of Zephyr,ARTIFACT4,ATTACK,TALISMAN,362,9785,10675,7117,8006,4049,4421,3459,258783,258809,null
BEAST,Horned Helm,LEGENDARY,DEFENSE,HELM,167,3308,4548,4961,3721,1769,1591,1315,259523,259557,null
BEAST,Horned Helm,ARTIFACT1,DEFENSE,HELM,201,3970,5458,5953,4465,1769,1591,1315,259523,259557,null
BEAST,Horned Helm,ARTIFACT2,DEFENSE,HELM,241,4764,6549,7144,5358,1769,1591,1315,259523,259557,null
BEAST,Horned Helm,ARTIFACT3,DEFENSE,HELM,288,5716,7859,8573,6430,1769,1591,1315,259523,259557,null
BEAST,Horned Helm,ARTIFACT4,DEFENSE,HELM,346,6859,9431,10287,7716,1769,1591,1315,259523,259557,null
THUNDER,Booming Blade,LEGENDARY,NONE,MAIN_HAND,216,4478,4705,5711,6693,null,null,null,257531,257659,Weaker Body Stronger Magic
THUNDER,Booming Blade,ARTIFACT1,NONE,MAIN_HAND,258,5374,5646,6853,8032,null,null,null,257531,257659,Weaker Body Stronger Magic
THUNDER,Booming Blade,ARTIFACT2,NONE,MAIN_HAND,311,6448,6775,8224,9638,null,null,null,257531,257659,Weaker Body Stronger Magic
THUNDER,Booming Blade,ARTIFACT3,NONE,MAIN_HAND,373,7738,8130,9869,11566,null,null,null,257531,257659,Weaker Body Stronger Magic
THUNDER,Booming Blade,ARTIFACT4,NONE,MAIN_HAND,447,9286,9756,11842,13879,null,null,null,257531,257659,Weaker Body Stronger Magic
THUNDER,Thunderclap,LEGENDARY,NONE,OFF_HAND,216,5783,6700,4464,4595,null,null,null,257549,257661,Support for Destroyers
THUNDER,Thunderclap,ARTIFACT1,NONE,OFF_HAND,259,6940,8040,5357,5514,null,null,null,257549,257661,Support for Destroyers
THUNDER,Thunderclap,ARTIFACT2,NONE,OFF_HAND,311,8328,9648,6428,6617,null,null,null,257549,257661,Support for Destroyers
THUNDER,Thunderclap,ARTIFACT3,NONE,OFF_HAND,373,9993,11578,7714,7940,null,null,null,257549,257661,Support for Destroyers
THUNDER,Thunderclap,ARTIFACT4,NONE,OFF_HAND,447,11992,13893,9257,9528,null,null,null,257549,257661,Support for Destroyers
NOBLE,Gloves of Defence,LEGENDARY,ATTACK,GLOVES,174,4719,5148,3432,3861,4053,3403,3451,259821,259843,null
NOBLE,Gloves of Defence,ARTIFACT1,ATTACK,GLOVES,209,5663,6178,4118,4633,4053,3403,3451,259821,259843,null
NOBLE,Gloves of Defence,ARTIFACT2,ATTACK,GLOVES,250,6795,7413,4942,5560,4053,3403,3451,259821,259843,null
NOBLE,Gloves of Defence,ARTIFACT3,ATTACK,GLOVES,300,8154,8896,5930,6672,4053,3403,3451,259821,259843,null
NOBLE,Gloves of Defence,ARTIFACT4,ATTACK,GLOVES,362,9785,10675,7117,8006,4053,3403,3451,259821,259843,null
ABYSS,Dread Captain's Mantle,LEGENDARY,ATTACK,HELM,215,5615,6700,4378,4700,20329,20317,19905,259267,259391,null
ABYSS,Dread Captain's Mantle,ARTIFACT1,ATTACK,HELM,257,6738,8040,5254,5640,20329,20317,19905,259267,259391,null
ABYSS,Dread Captain's Mantle,ARTIFACT2,ATTACK,HELM,309,8086,9648,6304,6768,20329,20317,19905,259267,259391,null
ABYSS,Dread Captain's Mantle,ARTIFACT3,ATTACK,HELM,371,9703,11578,7565,8122,20329,20317,19905,259267,259391,null
ABYSS,Dread Captain's Mantle,ARTIFACT4,ATTACK,HELM,445,11643,13893,9078,9746,20329,20317,19905,259267,259391,null
ABYSS,Cursed Seafarer Armor,LEGENDARY,DEFENSE,CHEST,215,4338,5742,6580,4658,20305,20293,19955,259231,259387,null
ABYSS,Cursed Seafarer Armor,ARTIFACT1,DEFENSE,CHEST,258,5206,6890,7896,5590,20305,20293,19955,259231,259387,null
ABYSS,Cursed Seafarer Armor,ARTIFACT2,DEFENSE,CHEST,310,6247,8268,9475,6708,20305,20293,19955,259231,259387,null
ABYSS,Cursed Seafarer Armor,ARTIFACT3,DEFENSE,CHEST,371,7496,9922,11370,8049,20305,20293,19955,259231,259387,null
ABYSS,Cursed Seafarer Armor,ARTIFACT4,DEFENSE,CHEST,445,8995,11907,13644,9659,20305,20293,19955,259231,259387,null
ABYSS,Grips of the Depths,LEGENDARY,MAGIC,GLOVES,215,4482,4686,5603,6501,20317,20257,19893,259249,259389,null
ABYSS,Grips of the Depths,ARTIFACT1,MAGIC,GLOVES,257,5378,5623,6724,7801,20317,20257,19893,259249,259389,null
ABYSS,Grips of the Depths,ARTIFACT2,MAGIC,GLOVES,310,6454,6748,8068,9361,20317,20257,19893,259249,259389,null
ABYSS,Grips of the Depths,ARTIFACT3,MAGIC,GLOVES,371,7745,8097,9682,11234,20317,20257,19893,259249,259389,null
ABYSS,Grips of the Depths,ARTIFACT4,MAGIC,GLOVES,445,9294,9717,11618,13480,20317,20257,19893,259249,259389,null
ABYSS,Cursed Plank Walkers,LEGENDARY,ATTACK,BOOTS,215,5600,6700,4410,4677,20329,20269,19941,259321,259399,null
ABYSS,Cursed Plank Walkers,ARTIFACT1,ATTACK,BOOTS,257,6720,8040,5292,5612,20329,20269,19941,259321,259399,null
ABYSS,Cursed Plank Walkers,ARTIFACT2,ATTACK,BOOTS,310,8064,9648,6350,6735,20329,20269,19941,259321,259399,null
ABYSS,Cursed Plank Walkers,ARTIFACT3,ATTACK,BOOTS,372,9677,11578,7620,8082,20329,20269,19941,259321,259399,null
ABYSS,Cursed Plank Walkers,ARTIFACT4,ATTACK,BOOTS,445,11612,13893,9145,9698,20329,20269,19941,259321,259399,null
ABYSS,Seafarer's Spyglass,LEGENDARY,DEFENSE,TALISMAN,215,4433,5583,6620,4761,20269,20281,19917,259211,259403,null
ABYSS,Seafarer's Spyglass,ARTIFACT1,DEFENSE,TALISMAN,257,5320,6700,7944,5713,20269,20281,19917,259211,259403,null
ABYSS,Seafarer's Spyglass,ARTIFACT2,DEFENSE,TALISMAN,310,6384,8040,9533,6856,20269,20281,19917,259211,259403,null
ABYSS,Seafarer's Spyglass,ARTIFACT3,DEFENSE,TALISMAN,372,7660,9647,11439,8227,20269,20281,19917,259211,259403,null
ABYSS,Seafarer's Spyglass,ARTIFACT4,DEFENSE,TALISMAN,445,9192,11577,13727,9872,20269,20281,19917,259211,259403,null
ABYSS,Ring of the Cursed Depths,LEGENDARY,MAGIC,RING,215,4464,4653,5572,6579,20281,20293,19929,259201,259397,null
ABYSS,Ring of the Cursed Depths,ARTIFACT1,MAGIC,RING,257,5357,5584,6686,7895,20281,20293,19929,259201,259397,null
ABYSS,Ring of the Cursed Depths,ARTIFACT2,MAGIC,RING,310,6428,6700,8024,9474,20281,20293,19929,259201,259397,null
ABYSS,Ring of the Cursed Depths,ARTIFACT3,MAGIC,RING,372,7714,8040,9628,11369,20281,20293,19929,259201,259397,null
ABYSS,Ring of the Cursed Depths,ARTIFACT4,MAGIC,RING,445,9257,9648,11554,13642,20281,20293,19929,259201,259397,null
ABYSS,Seafarer's Compass,LEGENDARY,ATTACK,NECKLACE,215,5538,6774,4325,4786,20257,20305,19905,259181,259385,null
ABYSS,Seafarer's Compass,ARTIFACT1,ATTACK,NECKLACE,258,6646,8129,5190,5743,20257,20305,19905,259181,259385,null
ABYSS,Seafarer's Compass,ARTIFACT2,ATTACK,NECKLACE,309,7975,9755,6228,6892,20257,20305,19905,259181,259385,null
ABYSS,Seafarer's Compass,ARTIFACT3,ATTACK,NECKLACE,372,9570,11705,7474,8270,20257,20305,19905,259181,259385,null
ABYSS,Seafarer's Compass,ARTIFACT4,ATTACK,NECKLACE,446,11484,14047,8968,9924,20257,20305,19905,259181,259385,null
ABYSS,Sea Serpent Signet,LEGENDARY,MAGIC,RING,172,3414,3841,4695,5121,4017,3443,2567,260063,260089,null
ABYSS,Sea Serpent Signet,ARTIFACT1,MAGIC,RING,206,4097,4609,5634,6145,4017,3443,2567,260063,260089,null
ABYSS,Sea Serpent Signet,ARTIFACT2,MAGIC,RING,248,4916,5531,6761,7374,4017,3443,2567,260063,260089,null
ABYSS,Sea Serpent Signet,ARTIFACT3,MAGIC,RING,297,5899,6637,8113,8849,4017,3443,2567,260063,260089,null
ABYSS,Sea Serpent Signet,ARTIFACT4,MAGIC,RING,357,7079,7965,9736,10619,4017,3443,2567,260063,260089,null
SACRED,Tome of Clear Thoughts,LEGENDARY,MAGIC,TALISMAN,177,3503,3941,4817,5255,4373,4041,4017,260457,260485,null
SACRED,Tome of Clear Thoughts,ARTIFACT1,MAGIC,TALISMAN,213,4204,4729,5780,6306,4373,4041,4017,260457,260485,null
SACRED,Tome of Clear Thoughts,ARTIFACT2,MAGIC,TALISMAN,255,5044,5675,6936,7567,4373,4041,4017,260457,260485,null
SACRED,Tome of Clear Thoughts,ARTIFACT3,MAGIC,TALISMAN,306,6053,6810,8324,9081,4373,4041,4017,260457,260485,null
SACRED,Tome of Clear Thoughts,ARTIFACT4,MAGIC,TALISMAN,368,7264,8172,9989,10897,4373,4041,4017,260457,260485,null
ABYSS,Sea Hag's Blessing,LEGENDARY,ATTACK,TALISMAN,217,4452,7560,3780,3948,20281,20317,19929,259191,259383,null
ABYSS,Sea Hag's Blessing,ARTIFACT1,ATTACK,TALISMAN,260,5342,9072,4536,4738,20281,20317,19929,259191,259383,null
ABYSS,Sea Hag's Blessing,ARTIFACT2,ATTACK,TALISMAN,313,6411,10886,5443,5685,20281,20317,19929,259191,259383,null
ABYSS,Sea Hag's Blessing,ARTIFACT3,ATTACK,TALISMAN,375,7693,13064,6532,6822,20281,20317,19929,259191,259383,null
ABYSS,Sea Hag's Blessing,ARTIFACT4,ATTACK,TALISMAN,449,9232,15676,7838,8187,20281,20317,19929,259191,259383,null
ABYSS,Sea Hag's Blessing,ARTIFACT5,ATTACK,TALISMAN,540,11078,18812,9406,9824,20281,20317,19929,259191,259383,null
DEATH,Grips of Ruin,LEGENDARY,ATTACK,GLOVES,170,4621,5041,3361,3781,3459,4025,2841,260715,260743,null
DEATH,Grips of Ruin,ARTIFACT1,ATTACK,GLOVES,204,5545,6049,4033,4537,3459,4025,2841,260715,260743,null
DEATH,Grips of Ruin,ARTIFACT2,ATTACK,GLOVES,245,6654,7259,4840,5445,3459,4025,2841,260715,260743,null
DEATH,Grips of Ruin,ARTIFACT3,ATTACK,GLOVES,294,7985,8711,5808,6534,3459,4025,2841,260715,260743,null
DEATH,Grips of Ruin,ARTIFACT4,ATTACK,GLOVES,353,9582,10453,6969,7840,3459,4025,2841,260715,260743,null
DEATH,Grips of Ruin,ARTIFACT5,ATTACK,GLOVES,424,11499,12544,8363,9408,3459,4025,2841,260715,260743,null
ABYSS,The Lost Helm,LEGENDARY,NONE,OFF_HAND,216,4482,5700,6727,4700,null,null,null,259303,259395,Your Heal My Gain
ABYSS,The Lost Helm,ARTIFACT1,NONE,OFF_HAND,258,5378,6840,8072,5640,null,null,null,259303,259395,Your Heal My Gain
ABYSS,The Lost Helm,ARTIFACT2,NONE,OFF_HAND,311,6454,8208,9687,6768,null,null,null,259303,259395,Your Heal My Gain
ABYSS,The Lost Helm,ARTIFACT3,NONE,OFF_HAND,373,7745,9850,11624,8122,null,null,null,259303,259395,Your Heal My Gain
ABYSS,The Lost Helm,ARTIFACT4,NONE,OFF_HAND,447,9294,11820,13949,9746,null,null,null,259303,259395,Your Heal My Gain
ABYSS,The Lost Helm,ARTIFACT5,NONE,OFF_HAND,538,11153,14183,16739,11695,null,null,null,259303,259395,Your Heal My Gain
ABYSS,Ring of the Cursed Depths,ARTIFACT5,MAGIC,RING,535,11108,11578,13865,16371,20281,20293,19929,259201,259397,null
MYTH,Wind Chime Amulet,LEGENDARY,DEFENSE,NECKLACE,170,3361,4621,5041,3781,3451,4009,2877,260833,260867,null
MYTH,Wind Chime Amulet,ARTIFACT1,DEFENSE,NECKLACE,204,4033,5545,6049,4537,3451,4009,2877,260833,260867,null
MYTH,Wind Chime Amulet,ARTIFACT2,DEFENSE,NECKLACE,245,4840,6654,7259,5445,3451,4009,2877,260833,260867,null
MYTH,Wind Chime Amulet,ARTIFACT3,DEFENSE,NECKLACE,294,5808,7985,8711,6534,3451,4009,2877,260833,260867,null
MYTH,Wind Chime Amulet,ARTIFACT4,DEFENSE,NECKLACE,353,6969,9582,10453,7840,3451,4009,2877,260833,260867,null
MYTH,Wind Chime Amulet,ARTIFACT5,DEFENSE,NECKLACE,424,8363,11499,12544,9408,3451,4009,2877,260833,260867,null
ABYSS,Anchor of the Damned,LEGENDARY,NONE,MAIN_HAND,218,5600,6900,4563,4700,null,null,null,259285,259393,Red Hoarder
ABYSS,Anchor of the Damned,ARTIFACT1,NONE,MAIN_HAND,261,6720,8280,5476,5640,null,null,null,259285,259393,Red Hoarder
ABYSS,Anchor of the Damned,ARTIFACT2,NONE,MAIN_HAND,314,8064,9936,6571,6768,null,null,null,259285,259393,Red Hoarder
ABYSS,Anchor of the Damned,ARTIFACT3,NONE,MAIN_HAND,376,9677,11923,7885,8122,null,null,null,259285,259393,Red Hoarder
ABYSS,Anchor of the Damned,ARTIFACT4,NONE,MAIN_HAND,451,11612,14308,9462,9746,null,null,null,259285,259393,Red Hoarder
ABYSS,Anchor of the Damned,ARTIFACT5,NONE,MAIN_HAND,542,13935,17169,11354,11695,null,null,null,259285,259393,Red Hoarder
ABYSS,Strength of the Depths,LEGENDARY,MAGIC,NECKLACE,217,3696,3948,4452,7665,20317,20281,20257,259221,259401,null
ABYSS,Strength of the Depths,ARTIFACT1,MAGIC,NECKLACE,261,4435,4738,5342,9198,20317,20281,20257,259221,259401,null
ABYSS,Strength of the Depths,ARTIFACT2,MAGIC,NECKLACE,312,5322,5685,6411,11038,20317,20281,20257,259221,259401,null
ABYSS,Strength of the Depths,ARTIFACT3,MAGIC,NECKLACE,375,6387,6822,7693,13245,20317,20281,20257,259221,259401,null
ABYSS,Strength of the Depths,ARTIFACT4,MAGIC,NECKLACE,449,7664,8187,9232,15894,20317,20281,20257,259221,259401,null
ABYSS,Strength of the Depths,ARTIFACT5,MAGIC,NECKLACE,540,9197,9824,11078,19073,20317,20281,20257,259221,259401,null
DRAGON,Cinderlord's Fang,LEGENDARY,NONE,MAIN_HAND,215,4487,4700,5654,6593,null,null,null,255675,255797,Azure Gift
DRAGON,Cinderlord's Fang,ARTIFACT1,NONE,MAIN_HAND,257,5384,5640,6785,7912,null,null,null,255675,255797,Azure Gift
DRAGON,Cinderlord's Fang,ARTIFACT2,NONE,MAIN_HAND,310,6461,6768,8142,9494,null,null,null,255675,255797,Azure Gift
DRAGON,Cinderlord's Fang,ARTIFACT3,NONE,MAIN_HAND,371,7754,8122,9770,11393,null,null,null,255675,255797,Azure Gift
DRAGON,Cinderlord's Fang,ARTIFACT4,NONE,MAIN_HAND,445,9304,9746,11724,13671,null,null,null,255675,255797,Azure Gift
DRAGON,Cinderlord's Fang,ARTIFACT5,NONE,MAIN_HAND,535,11165,11695,14069,16405,null,null,null,255675,255797,Azure Gift
SHADOW,Shield of Shadows,LEGENDARY,NONE,OFF_HAND,215,5683,6700,4464,4595,null,null,null,255259,255291,Second Chance
SHADOW,Shield of Shadows,ARTIFACT1,NONE,OFF_HAND,257,6820,8040,5357,5514,null,null,null,255259,255291,Second Chance
SHADOW,Shield of Shadows,ARTIFACT2,NONE,OFF_HAND,309,8184,9648,6428,6617,null,null,null,255259,255291,Second Chance
SHADOW,Shield of Shadows,ARTIFACT3,NONE,OFF_HAND,371,9820,11578,7714,7940,null,null,null,255259,255291,Second Chance
SHADOW,Shield of Shadows,ARTIFACT4,NONE,OFF_HAND,445,11784,13893,9257,9528,null,null,null,255259,255291,Second Chance
SHADOW,Shield of Shadows,ARTIFACT5,NONE,OFF_HAND,535,14141,16672,11108,11434,null,null,null,255259,255291,Second Chance
THUNDER,Booming Blade,ARTIFACT5,NONE,MAIN_HAND,538,11143,11708,14211,16654,null,null,null,257531,257659,Weaker Body Stronger Magic
SHADOW,Demon's Dame,ARTIFACT5,NONE,MAIN_HAND,503,10162,11197,13741,15179,null,null,null,255223,255439,Weaker Body Stronger Magic
NATURE,Evergreen Axe,ARTIFACT5,NONE,MAIN_HAND,490,12850,14855,9854,11200,null,null,null,247653,247755,Azure Gift
LAVA,The Phoenaxe,ARTIFACT5,NONE,MAIN_HAND,470,10657,12939,14475,8948,null,null,null,242359,242439,Red Headstart
NATURE,Forest Fury Shield,ARTIFACT5,NONE,OFF_HAND,487,9657,11143,12850,14810,null,null,null,247671,247757,Your Heal My Gain
THUNDER,Thunderclap,ARTIFACT5,NONE,OFF_HAND,537,14390,16672,11108,11434,null,null,null,257549,257661,Support for Destroyers
LAVA,Fiery Fury Ward,ARTIFACT5,NONE,OFF_HAND,469,9189,11058,12479,14390,null,null,null,242377,242441,Stunning White
ABYSS,Seafarer's Compass,ARTIFACT5,ATTACK,NECKLACE,534,13780,16856,10762,11909,20257,20305,19905,259181,259385,null
ABYSS,Dread Captain's Mantle,ARTIFACT5,ATTACK,HELM,535,13972,16672,10894,11695,20329,20317,19905,259267,259391,null
NECRO,Soul Eater Jaws,ARTIFACT5,DEFENSE,HELM,381,7522,10344,11285,8463,1107,1104,1263,200595,206959,null
NECRO,Soul Eater Carapace,ARTIFACT5,MAGIC,CHEST,388,7699,8662,10588,11551,1103,1106,1275,197085,205923,null
NECRO,Soul Eater Runewraps,ARTIFACT5,ATTACK,GLOVES,381,10344,11285,7522,8463,1105,1108,1274,198139,206053,null
NECRO,Soul Eater Runeboots,ARTIFACT5,DEFENSE,BOOTS,383,7567,10404,11352,8513,1104,1111,1273,204867,208821,null
NECRO,Soul Devourer,ARTIFACT5,NONE,MAIN_HAND,398,7876,10832,11815,8861,null,null,null,200927,207127,Restoration Serum
NECRO,Hunger of the Dead,ARTIFACT5,NONE,OFF_HAND,398,10832,11815,7876,8861,null,null,null,201331,207333,Mighty Magic
NECRO,Elixir of Vitality,ARTIFACT5,MAGIC,TALISMAN,379,7480,8413,10284,11217,1098,1112,1269,205529,208967,null
NECRO,Spellbinder Pendant,ARTIFACT5,DEFENSE,NECKLACE,388,7657,10526,11484,8612,1100,1114,1271,196831,205793,null
NECRO,Ring of the Undead,ARTIFACT5,ATTACK,RING,388,10588,11551,7699,8662,1099,1113,1270,204581,208691,null
SACRED,Self-sacrifice Ring,ARTIFACT5,MAGIC,RING,388,7744,8712,10648,11615,1112,1103,1261,204573,208687,null
SACRED,Star of Transcendence,ARTIFACT5,ATTACK,NECKLACE,394,10710,11683,7788,8761,1097,1105,1262,196823,205789,null
SACRED,Sacred Tear,ARTIFACT5,DEFENSE,TALISMAN,398,7876,10832,11815,8861,1113,1100,1260,205521,208963,null
SACRED,Sacrosanctus Ward,ARTIFACT5,NONE,OFF_HAND,401,7965,8960,10951,11949,null,null,null,201311,207323,Support for Destroyers
SACRED,Divine Intervention,ARTIFACT5,NONE,MAIN_HAND,408,8055,11073,12081,9060,null,null,null,200911,207119,Cherry on Top
SACRED,Feet of Immortality,ARTIFACT5,ATTACK,BOOTS,381,10344,11285,7522,8463,1114,1099,1264,204859,208817,null
SACRED,Hands of God,ARTIFACT5,MAGIC,GLOVES,401,7965,8960,10951,11949,1106,1098,1265,198131,206049,null
SACRED,Archangelic Greatplate,ARTIFACT5,DEFENSE,CHEST,408,8010,11013,12014,9010,1108,1097,1266,197077,205919,null
SACRED,Archangelic Gaze,ARTIFACT5,DEFENSE,HELM,383,7612,10466,11416,8562,1111,1107,1272,200587,206955,null
DEATH,Armageddon Ward,ARTIFACT5,NONE,OFF_HAND,398,7833,8811,10769,11750,null,null,null,201323,207329,Scarlet Seas
DEATH,Sepulcher,ARTIFACT5,NONE,MAIN_HAND,410,11195,12213,8142,9160,null,null,null,200919,207123,Artful Dodger
DEATH,Greaves of Doom,ARTIFACT5,MAGIC,BOOTS,383,7612,8562,10466,11416,1263,1273,1111,204863,208819,null
DEATH,Claws of Cruelty,ARTIFACT5,DEFENSE,GLOVES,383,7567,10404,11352,8513,1265,1280,1108,198135,206051,null
DEATH,Dark Overlord Horrorplate,ARTIFACT5,ATTACK,CHEST,398,10832,11815,7876,8861,1264,1270,1106,197081,205921,null
DEATH,Dark Overlord Crown,ARTIFACT5,MAGIC,HELM,398,7876,8861,10832,11815,1260,1269,1107,200591,206957,null
DEATH,Crimson Blood,ARTIFACT5,ATTACK,TALISMAN,398,10769,11750,7833,8811,1262,1284,1112,205525,208965,null
DEATH,Ring of Purgatory,ARTIFACT5,DEFENSE,RING,383,7567,10404,11352,8513,1261,1272,1113,204577,208689,null
DEATH,Rise Incubus Pendant,ARTIFACT5,MAGIC,NECKLACE,383,7612,8562,10466,11416,1263,1279,1113,196827,205791,null
BEAST,Carnivorum Ward,ARTIFACT5,NONE,OFF_HAND,394,10710,11683,7788,8761,null,null,null,201343,207339,Red Advantage
BEAST,Blood Bishop,ARTIFACT5,NONE,MAIN_HAND,398,7833,10769,11750,8811,null,null,null,200935,207131,Enemy Blues
BEAST,Behemoth Warboots,ARTIFACT5,DEFENSE,BOOTS,379,7480,10284,11217,8413,1275,1266,1100,204871,208823,null
BEAST,Behemoth Warfists,ARTIFACT5,ATTACK,GLOVES,388,10648,11615,7744,8712,1274,1281,1103,198143,206055,null
BEAST,Behemoth Battleplate,ARTIFACT5,MAGIC,CHEST,383,7567,8513,10404,11352,1273,1283,1105,197089,205925,null
BEAST,Behemoth Greathelm,ARTIFACT5,DEFENSE,HELM,394,7788,10710,11683,8761,1284,1265,1104,200599,206961,null
BEAST,Horn of Carnage,ARTIFACT5,MAGIC,TALISMAN,388,7699,8662,10588,11551,1271,1260,1099,205533,208969,null
BEAST,Bloodshed Ring,ARTIFACT5,ATTACK,RING,401,10951,11949,7965,8960,1270,1278,1098,204585,208693,null
BEAST,Blitzkrieg Pendant,ARTIFACT5,DEFENSE,NECKLACE,388,7699,10588,11551,8662,1269,1282,1097,196835,205795,null
NATURE,Sacred Oak Shield,ARTIFACT5,NONE,OFF_HAND,398,10891,11882,7920,8911,null,null,null,201355,207345,Red Dance Chance
NATURE,Banshee,ARTIFACT5,NONE,MAIN_HAND,394,7788,10710,11683,8761,null,null,null,200967,207147,Blue Bandage
NATURE,Forest Guardian Boots,ARTIFACT5,ATTACK,BOOTS,374,10162,11085,7390,8313,1281,1274,1262,204879,208827,null
NATURE,Forest Guardian Gloves,ARTIFACT5,MAGIC,GLOVES,379,7480,8413,10284,11217,1283,1266,1263,198151,206059,null
NATURE,Forest Guardian Spiritplate,ARTIFACT5,DEFENSE,CHEST,401,7965,10951,11949,8960,1282,1261,1275,197097,205929,null
NATURE,Forest Guardian Crown,ARTIFACT5,ATTACK,HELM,408,11013,12014,8010,9010,1278,1262,1274,200607,206965,null
NATURE,Demonseed,ARTIFACT5,DEFENSE,TALISMAN,398,7920,10891,11882,8911,1280,1275,1261,205541,208973,null
NATURE,Dual Force Ring,ARTIFACT5,MAGIC,RING,394,7788,8761,10710,11683,1279,1271,1260,204597,208699,null
NATURE,Ent Heart Pendant,ARTIFACT5,ATTACK,NECKLACE,374,10222,11153,7435,8363,1272,1264,1104,196843,205799,null
ICE,Winter Has Come,ARTIFACT5,NONE,OFF_HAND,398,7876,8861,10832,11815,null,null,null,201347,207341,Blue Merlin
ICE,Crystal Fury,ARTIFACT5,NONE,MAIN_HAND,401,7965,10951,11949,8960,null,null,null,200947,207137,Healing Scraps
ICE,Ice Warlord Warboots,ARTIFACT5,MAGIC,BOOTS,374,7435,8363,10222,11153,1290,1316,1271,204875,208825,null
ICE,Ice Warlord Handwraps,ARTIFACT5,DEFENSE,GLOVES,398,7833,10769,11750,8811,1292,1519,1282,198147,206057,null
ICE,Ice Warlord Battleplate,ARTIFACT5,ATTACK,CHEST,388,10648,11615,7744,8712,1291,1310,1264,197093,205927,null
ICE,Ice Warlord Crown,ARTIFACT5,MAGIC,HELM,408,8055,9060,11073,12081,1287,1311,1283,200603,206963,null
